code,flightnum,depicao,arricao,route,aircraft,flightlevel,distance,deptime,arrtime,flighttime,notes,price,flighttype,daysofweek,enabled
NTL,1743,LTFM,HKJK,,TC-LEK,33000,2598.12,13:30,  19:50,6.2,  ,3000,P, 0123456,1
NTL,1744,HKJK,LTFM,,TC-LEK,32000,2598.12,0:00,  06:20,6.2,  ,3000,P, 0123456,1
NTL,1745,LTFM,HAAB,,TC-LDO,33000,2013.25,13:00,  18:00,5,  ,700,P,123456,1
NTL,1746,HAAB,LTFM,,TC-LDO,36000,2013.25,21:30,  02:30,5,  ,700,P,123456,1
NTL,1747,LTFM,HTKJ,,TC-LEL,37000,2723.97,14:30,  21:30,7,  ,900,P,123456,1
NTL,1748,HTKJ,LTFM,,TC-LEL,36000,2723.97,23:00,  06:00,7,  ,900,P,123456,1
NTL,1749,LTFM,FOOL,,TC-LHD,36000,2668.18,7:00,  13:30,6.3,  ,2000,P,123456,1
NTL,175,LTBS,LTFM,,TC-GRC,35000,274.146,16:40,  17:50,1.1,  ,500,P,123456,1
NTL,1750,FOOL,LTFM,,TC-LHD,37000,2668.18,14:30,  20:45,6.15,  ,2000,P,123456,1
NTL,1751,LTFM,GBYD,,TC-AHG,36000,2900.7,5:00,  12:00,7,  ,900,P,123456,1
NTL,1752,GBYD,LTFM,,TC-AHG,37000,2900.7,14:00,  21:00,7,  ,900,P, 0123456,1
NTL,1753,LTFM,GCLP,,TC-LDH,34000,2297.74,4:00,  10:05,6.05,  ,1000,P,1456,1
NTL,1753A,GCLP,GBYD,,TC-LDH,36000,879.173,11:00,  13:40,2.4,  ,1000,P,1456,1
NTL,1754,GBYD,LTFM,,TC-LDH,35000,2900.7,15:00,  22:00,7,  ,1000,P,1456,1
NTL,1755,LTFM,GBYD,,TC-LEB,34000,2900.7,22:00, 05:00,7,  ,2000,P,3456,1
NTL,1756,GBYD,LTFM,,TC-LEB,35000,2900.7,7:00, 14:00,7,  ,1000,P, 0156,1
NTL,1757,LTFM,HKJK,,TC-AHG,35000,2598.12,21:00,  03:05,6.05,  ,4000,P,123456,1
NTL,1758,HKJK,LTFM,,TC-AHG,34000,2598.12,4:30,  10:35,6.05,  ,4000,P,123456,1
NTL,1759,LTFM,DFFD,,TC-LEA,36000,2353.9,12:15,  19:00,6.45,  ,850,P,123456,1
NTL,1759A,DFFD,GFLL,,TC-LEA,36000,726.125,19:55,  22:05,2.1,  ,400,P,123456,1
NTL,176,LTFM,LTFE,,TC-GRG,33000,246.375,20:00,  21:10,1.1,  ,1000,P,123456,1
NTL,1760,DFFD,LTFM,,TC-LEA,35000,2353.9,2:00,  08:00,6,  ,850,P,123456,1
NTL,1760A,GFLL,DFFD,,TC-LEA,37000,726.125,23:00,  01:00,2,  ,400,P,123456,1
NTL,1761,LTFM,HBBA,,TC-LDP,35000,2680.08,13:00,  19:30,6.3,  ,1000,P,123456,1
NTL,1762,HBBA,LTFM,,TC-LDP,36000,2680.08,21:00,  03:30,6.3,  ,1000,P,123456,1
NTL,1763,LTFM,FVFA,,TC-LEL,33000,3571.46,22:00, 06:30,8.3,  ,2000,P, 0123456,1
NTL,1764,FVFA,LTFM,,TC-LEL,32000,3571.46,7:30, 16:00,8.3,  ,2000,P, 0123456,1
NTL,1765,LTFM,GQNO,,TC-LEK,32000,2669.42,7:00,  13:30,6.3,  ,1000,P,123456,1
NTL,1766,GQNO,LTFM,,TC-LEK,33000,2669.42,14:30,  21:00,6.3,  ,1000,P,123456,1
NTL,1767,LTFM,GABS,,TC-LEG,34000,2583.79,7:00, 13:20,6.2, ,2000,P, 0123456,1
NTL,1768,GABS,LTFM,,TC-LEG,35000,2583.79,14:30, 20:50,6.2, ,2000,P, 0123456,1
NTL,1769,LTFM,FNLU,,TC-GNF,36000,3132.24,20:00, 03:25,7.25, ,3000,P, 0123456,1
NTL,177,LTFE,LTFM,,TC-GRG,34000,246.375,22:00,  23:10,1.1,  ,1000,P,123456,1
NTL,1770,FNLU,LTFM,,TC-GNF,37000,3132.24,5:00, 12:25,7.25, ,3000,P, 0123456,1
NTL,1771,LTFM,FKYS,,TC-GNE,34000,2439.47,7:00, 13:00,6, ,3000,P, 0123456,1
NTL,1772,FKYS,LTFM,,TC-GNE,35000,2439.47,14:00, 20:00,6, ,3000,P, 0123456,1
NTL,1773,LTFM,HSSK,,TC-GDP,35000,1555.67,10:00, 14:00,4, ,1000,P, 0123456,1
NTL,1774,HSSK,LTFM,,TC-GDP,34000,1555.67,15:30, 19:30,4, ,1000,P, 0123456,1
NTL,1775,LTFM,GVAC,,TC-GNA,36000,3034.9,11:00, 18:10,7.1, ,2000,P, 0123456,1
NTL,1776,GVAC,LTFM,,TC-GNA,37000,3034.9,20:00, 03:10,7.1, ,2000,P, 0123456,1
NTL,1777,LTFM,GMMX,,TC-LEG,30000,1855.17,10:15, 15:15,5, ,450,P, 0123456,1
NTL,1778,GMMX,LTFM,,TC-LEG,31000,1855.17,16:15, 21:15,5, ,450,P, 0123456,1
NTL,1779,LTFM,DXXX,BARPE UG12 GOLDO UM603 SUTIS DCT RUTOM DCT ABAKO DCT LORED DCT RALAK UG362 RIMSA UP623 EBA UG362 BOD UG855 NY UB726 PAMPA UR983 AMSOM,TC-GNE,36000,2572.12,4:00, 10:15,6.15, ,2000,P, 0123456,1
NTL,178,LTFM,LTBS,,TC-GNF,35000,274.146,19:00, 20:10,1.1, ,400,P, 0123456,1
NTL,1780,DXXX,LTFM,AMSOM UR983 PAMPA UB726 NY UG855 BOD UG362 EBA UP623 RALAK DCT VESOD DCT INROF DCT DINOB DCT PEREN UN644 DIGTI UT162 DRAMO,TC-GNE,35000,2572.12,12:00, 18:15,6.15, ,2000,P, 0123456,1
NTL,179,LTBS,LTFM,,TC-GNF,36000,274.146,4:00, 05:10,1.1, ,500,P, 0123456,1
NTL,18,KDEN,LTFM,,TC-LHK,35000,5319.75,2:50,  17:20,14.3,  ,1100,P,12345,1
NTL,180,LTFM,LTBZ,,TC-GLA,23000,144.354,13:05,  13:50,0.45,  ,50,P,156,1
NTL,1800,LTFM,UKBB,,TC-GPB,31000,552.596,12:10,  14:00,1.5,  ,140,P,12345,1
NTL,1801,UKBB,LTFM,,TC-GPB,32000,552.596,15:00,  16:50,1.5,  ,150,P,12345,1
NTL,1802,LTFM,UKBB,,TC-GPC,31000,552.596,19:10,  21:00,1.5,  ,160,P,12345,1
NTL,1803,UKBB,LTFM,,TC-GPC,32000,552.596,22:00,  23:50,1.5,  ,148,P,12345,1
NTL,1804,LTFM,UUDD,,TC-LDN,35000,923.466,6:20,  09:00,2.4,  ,270,P,12345,1
NTL,1805,UUDD,LTFM,,TC-LDN,36000,923.466,10:00,  12:40,2.4,  ,235,P,12345,1
NTL,1806,LTFM,UUDD,,TC-GRD,33000,923.466,11:30,  14:10,2.4,  ,268,P,12345,1
NTL,1807,UUDD,LTFM,,TC-GRE,34000,923.466,15:20,  18:00,2.4,  ,235,P,12345,1
NTL,1808,LTFM,UUDD,,TC-LDH,35000,923.466,16:00,  18:40,2.4,  ,300,P,12345,1
NTL,1809,UUDD,LTFM,,TC-LDH,34000,923.466,19:40,  22:20,2.4,  ,300,P,12345,1
NTL,181,LTBZ,LTFM,,TC-GLA,24000,144.354,14:30,  15:15,0.45,  ,60,P,12345,1
NTL,1810,LTFM,URSS,,TC-GPG,35000,514.76,18:00, 19:45,1.45, ,400,P, 0123456,1
NTL,1811,URSS,LTFM,,TC-GPG,36000,514.76,21:00, 22:45,1.45, ,400,P, 0123456,1
NTL,1812,LTFM,UWUU,,TC-LDC,33000,1339.84,13:45,  17:20,3.35,  ,500,P, 0123456,1
NTL,1813,UWUU,LTFM,,TC-LDC,32000,1339.84,18:40,  22:15,3.35,  ,500,P, 0123456,1
NTL,1814,LTFM,USSS,,TC-GNO,37000,1546.32,9:00,  14:00,5,  ,600,P,123456,1
NTL,1815,USSS,LTFM,,TC-GNO,36000,1546.32,15:30,  19:00,3.3,  ,600,P,123456,1
NTL,1816,LTFM,USSS,,TC-LDB,36000,1546.32,13:40,  17:40,4,  ,600,P,12345,1
NTL,1817,USSS,LTFM,,TC-LDB,32000,1546.32,19:00,  23:00,4,  ,600,P,12345,1
NTL,1818,LTFM,UWKD,,TC-GPG,37000,1180.4,15:00,  18:30,3.3,  ,600,P,123456,1
NTL,1819,UWKD,LTFM,,TC-GPG,36000,1180.4,20:00,  23:30,3.3,  ,600,P,123456,1
NTL,182,LTFM,LTAS,,TC-GLA,27000,200.701,6:00,  07:00,1,  ,500,P,123456,1
NTL,1821,UGTB,LTFM,,TC-LDB,36000,729.585,10:50,  13:00,2.1,  ,500,P, 0123456,1
NTL,1822,LTFM,UGTB,,TC-GPC,35000,729.585,12:15,  14:15,2,  ,280,P,12345,1
NTL,1823,UGTB,LTFM,,TC-GPC,34000,729.585,15:25,  17:35,2.1,  ,310,P,12345,1
NTL,1825,LTFM,ULLI,,TC-GRE,34000,1115.81,10:30,  14:00,3.3,  ,600,P,123456,1
NTL,1826,ULLI,LTFM,,TC-GRE,35000,1115.81,15:30,  19:00,3.3,  ,500,P,123456,1
NTL,183,LTAS,LTFM,,TC-GLA,26000,200.701,8:00,  09:00,1,  ,500,P,123456,1
NTL,1830,LTFM,UBBB,,TC-LDP,35000,967.347,7:05,  09:45,2.4,  ,300,P,12345,1
NTL,1831,UBBB,LTFM,,TC-LDP,36000,967.347,10:45,  13:25,2.4,  ,285,P,12345,1
NTL,1832,LTFM,UBBB,,TC-LDO,35000,967.347,11:50,  14:30,2.4,  ,290,P,12345,1
NTL,1833,UBBB,LTFM,,TC-LDO,36000,967.347,15:30,  18:10,2.4,  ,290,P,12345,1
NTL,1834,LTFM,UBBB,,TC-GPM,35000,967.347,22:00,  00:50,2.5,  ,1000,P,123456,1
NTL,1835,UBBB,LTFM,,TC-GPM,36000,967.347,2:30,  05:20,2.5,  ,1000,P,123456,1
NTL,1837,LTFM,UBBB,,TC-GJA,39000,967.347,9:30,  12:05,2.35,  ,700,P,123456,1
NTL,1838,UBBB,LTFM,,TC-GJA,40000,967.347,13:30,  16:05,2.35,  ,700,P,123456,1
NTL,184,LTFM,LTFE,,TC-GNE,34000,246.375,13:30, 14:35,1.05, ,500,P, 0123456,1
NTL,1840,LTFM,UTAK,,TC-GPR,35000,1105.12,11:40,  14:40,3,  ,280,P,12345,1
NTL,1841,UTAK,LTFM,,TC-GPR,34000,1105.12,15:40,  18:40,3,  ,260,P,12345,1
NTL,1842,LTFM,UTAA,,TC-LDJ,35000,1378.4,10:55,  14:35,3.4,  ,1000,P,123456,1
NTL,1843,UTAA,LTFM,,TC-LDB,34000,1378.4,15:40,  19:20,3.4,  ,1000,P,123456,1
NTL,1844,LTFM,UTTT,,TC-LDN,35000,1814.7,4:00,  08:40,4.4,  ,600,P,123456,1
NTL,1845,UTTT,LTFM,,TC-LDN,35000,1814.7,10:00,  14:40,4.4,  ,600,P,123456,1
NTL,1846,LTFM,UTSS,,TC-LDG,35000,1736.73,9:40,  14:05,4.25,  ,370,P,12345,1
NTL,1847,UTSS,LTFM,,TC-LDG,34000,1736.73,15:05,  19:30,4.25,  ,350,P,12345,1
NTL,1848,LTFM,UTDD,,TC-LDF,35000,1838.88,9:30,  14:10,4.4,  ,390,P,12345,1
NTL,1849,UTDD,LTFM,,TC-LDF,34000,1838.88,15:10,  19:50,4.4,  ,370,P,12345,1
NTL,185,LTFE,LTFM,,TC-GNE,35000,246.375,15:45, 17:00,1.15, ,500,P, 0123456,1
NTL,1850,LTFM,UTTT,,TC-LDL,37000,1814.7,17:00,  21:40,4.4,  ,700,P,123456,1
NTL,1851,UTTT,LTFM,,TC-LDL,38000,1814.7,0:00,  04:40,4.4,  ,700,P,123456,1
NTL,1852,LTFM,UACC,,TC-ABB,37000,1844.05,15:45,  20:55,5.1,  ,700,P,123456,1
NTL,1853,UACC,LTFM,,TC-ABB,36000,1844.05,22:30,  03:40,5.1,  ,700,P,123456,1
NTL,1854,LTFM,UACC,,TC-LEJ,35000,1844.05,8:30,  13:40,5.1,  ,800,P,123456,1
NTL,1855,UACC,LTFM,,TC-LEJ,35000,1844.05,16:40,  21:50,5.1,  ,800,P,123456,1
NTL,1858,LTFM,UAAA,,TC-GRJ,33000,2120.21,19:00,  00:15,5.15,  ,1500,P,123456,1
NTL,1859,UAAA,LTFM,,TC-GRJ,34000,2120.21,4:00,  09:15,5.15,  ,1500,P,123456,1
NTL,186,LTFM,LTBS,,TC-GNE,36000,274.146,6:30, 07:40,1.1, ,400,P, 0123456,1
NTL,1860,LTFM,UCFM,,TC-LEB,37000,2015.23,7:00,  12:30,5.3,  ,700,P, 0123456,1
NTL,1861,UCFM,LTFM,,TC-LEB,38000,2015.23,14:00, 19:30,5.3,  ,700,P, 0123456,1
NTL,1862,LTFM,UAAA,,TC-LEF,35000,2120.21,7:15,  12:20,5.05,  ,800,P,123456,1
NTL,1863,UAAA,LTFM,,TC-LEF,36000,2120.21,14:00,  19:10,5.1,  ,800,P,123456,1
NTL,1865,UBBB,LTFM,,TC-GRC,34000,967.347,4:00,  06:50,2.5,  ,0,P,123456,1
NTL,1866,LTFM,ZWWW,,TC-LED,35000,2548.58,12:30,  18:45,6.15,  ,800,P,123456,1
NTL,1867,ZWWW,LTFM,,TC-LED,34000,2548.58,21:00,  03:15,6.15,  ,800,P,123456,1
NTL,1868,LTFM,UTTT,,TC-GNI,37000,1814.7,8:00,  12:35,4.35,  ,2000,P, 0123456,1
NTL,1869,UTTT,LTFM,,TC-GNI,36000,1814.7,14:00,  18:35,4.35,  ,2000,P, 0123456,1
NTL,187,LTBS,LTFM,,TC-GNE,35000,274.146,9:00, 10:10,1.1, ,400,P, 0123456,1
NTL,1870,LTFM,OAMS,,TC-LDN,35000,1802.81,8:45,  13:20,4.35,  ,410,P,12345,1
NTL,1871,OAMS,LTFM,,TC-LDC,34000,1802.81,14:20,  18:55,4.35,  ,416,P,12345,1
NTL,1872,LTFM,OPIS,,TC-LEF,35000,2131.6,9:05,  14:45,5.4,  ,1000,P,123456,1
NTL,1873,OPIS,LTFM,,TC-LEF,34000,2131.6,15:25,  21:05,5.4,  ,1000,P,123456,1
NTL,1874,LTFM,OPKC,,TC-LEJ,35000,2146.56,10:45,  16:05,5.2,  ,510,P,12345,1
NTL,1875,OPKC,LTFM,,TC-LEI,36000,2146.56,17:05,  22:25,5.2,  ,510,P,12345,1
NTL,1876,LTFM,OPLA,,TC-GRC,35000,2258.06,5:00,  10:50,5.5,  ,800,P,1356,1
NTL,1877,OPLA,LTFM,,TC-GRC,36000,2258.06,12:30,  18:30,6,  ,800,P,1356,1
NTL,188,LTFM,LTBS,,TC-GRK,36000,274.146,4:00, 05:10,1.1, ,400,P, 0123456,1
NTL,1880,LTFM,VIDP,,TC-GNM,35000,2468.43,9:10,  15:15,6.05,  ,590,P,12345,1
NTL,1881,VIDP,LTFM,,TC-GNM,36000,2468.43,16:15,  22:20,6.05,  ,570,P,12345,1
NTL,1882,LTFM,VABB,,TC-GNJ,35000,2613.58,21:00,  03:25,6.25,  ,800,P,12345,1
NTL,1883,VABB,LTFM,,TC-GNJ,36000,2613.58,8:20,  14:45,6.25,  ,800,P,12345,1
NTL,1884,LTFM,VOBL,,TC-GJC,37000,3057.88,6:30,  13:30,7,  ,1500,P,123456,1
NTL,1885,VOBL,LTFM,,TC-AHG,36000,3057.88,14:30,  21:30,7,  ,1500,P,123456,1
NTL,189,LTBS,LTFM,,TC-GRK,34000,274.146,6:20, 07:30,1.1, ,400,P, 0123456,1
NTL,1890,LTFM,VNKT,,TC-GNE,37000,2868.36,7:15,  14:15,7,  ,723,P,12345,1
NTL,1891,VNKT,LTFM,,TC-GNE,36000,2868.36,15:15,  22:15,7,  ,716,P,12345,1
NTL,1892,LTFM,OPLA,,TC-GNJ,35000,2258.06,14:30,  20:00,5.3,  ,3000,P,123456,1
NTL,1893,OPLA,LTFM,,TC-GNJ,36000,2258.06,21:15,  02:50,5.35,  ,3000,P,123456,1
NTL,19,LTFM,KLAS,,TC-LHJ,34000,5763.09,8:25,  22:05,13.4,  ,1000,P,12345,1
NTL,190,LTFM,LTBO,,TC-GLB,25000,158.64,12:10,  13:00,0.5,  ,60,P,12345,1
NTL,1900,LTFM,OMDB,,TC-GRU,37000,1636.99,7:50,  12:00,4.1,  ,800,P,123456,1
NTL,1901,OMDB,LTFM,,TC-GRU,36000,1636.99,13:00,  17:10,4.1,  ,800,P,123456,1
NTL,1902,LTFM,OMDB,,TC-LFB,37000,1636.99,12:30,  16:40,4.1,  ,500,P,12345,1
NTL,1903,OMDB,LTFM,,TC-LFB,36000,1636.99,17:30,  21:40,4.1,  ,500,P,12345,1
NTL,1904,LTFM,OMAA,,TC-GNF,37000,1642.64,8:00,  12:10,4.1,  ,465,P,12345,1
NTL,1905,OMAA,LTFM,,TC-GNF,36000,1642.64,13:10,  17:20,4.1,  ,470,P,12345,1
NTL,1906,LTFM,OMDB,,TC-LHK,37000,1636.99,16:30,  20:40,4.1,  ,700,P,123456,1
NTL,1907,OMDB,LTFM,,TC-LHK,38000,1636.99,0:00,  04:10,4.1,  ,800,P,123456,1
NTL,1908,LTFM,OTHH,,TC-GNP,37000,1489.64,6:00,  09:50,3.5,  ,500,P,123456,1
NTL,1909,OTHH,LTFM,,TC-GNP,38000,1489.64,11:30,  15:20,3.5,  ,500,P,123456,1
NTL,191,LTBO,LTFM,,TC-GLC,26000,158.64,14:00,  14:50,0.5,  ,70,P,12345,1
NTL,1910,LTFM,OTHH,,TC-GRF,35000,1489.64,15:00,  18:50,3.5,  ,485,P,12345,1
NTL,1911,OTHH,LTFM,,TC-GRF,34000,1489.64,21:00,  00:50,3.5,  ,490,P,12345,1
NTL,1912,LTFM,OBBI,,TC-GRE,35000,1409.9,10:20,  14:10,3.5,  ,490,P,12345,1
NTL,1913,OBBI,LTFM,,TC-GRE,34000,1409.9,15:10,  19:00,3.5,  ,460,P,12345,1
NTL,1914,LTFM,OTHH,,TC-GNF,37000,1489.64,0:00,  03:50,3.5,  ,530,P,123456,1
NTL,1915,OTHH,LTFM,,TC-GNE,38000,1489.64,5:00,  08:50,3.5,  ,525,P,123456,1
NTL,1916,LTFM,OTHH,,TC-GRF,35000,1489.64,10:00,  14:00,4,  ,800,P,123456,1
NTL,1917,OTHH,LTFM,,TC-GRF,36000,1489.64,16:00,  20:00,4,  ,800,P,123456,1
NTL,1918,LTFM,OMDB,,TC-LHF,37000,1636.99,10:00,  14:10,4.1,  ,1000,P,123456,1
NTL,1919,OMDB,LTFM,,TC-LHF,38000,1636.99,15:30,  19:45,4.15,  ,1000,P,123456,1
NTL,192,LTFM,LTFH,,TC-GPK,35000,352.592,17:30, 18:55,1.25, ,500,P, 0123456,1
NTL,1920,LTFM,OOMS,,TC-GNK,35000,1822.45,9:00, 13:35,4.35,  ,1000,P, 0123456,1
NTL,1921,OOMS,LTFM,,TC-GNH,36000,1822.45,15:00, 19:35,4.35,  ,1000,P, 0123456,1
NTL,193,LTFH,LTFM,,TC-GPK,34000,352.592,19:50, 21:15,1.25, ,500,P, 0123456,1
NTL,1930,LTFM,OEMA,,TC-GRG,35000,1144.28,12:15,  15:20,3.05,  ,390,P,12345,1
NTL,1931,OEMA,LTFM,,TC-GRG,36000,1144.28,16:20,  19:25,3.05,  ,375,P,12345,1
NTL,1932,LTFM,OEJN,,TC-GRB,34000,1290.04,16:50,  20:15,3.25,  ,700,P, 0123456,1
NTL,1933,OEJN,LTFM,,TC-GRB,34000,1290.04,16:50,  20:15,3.25,  ,700,P, 0123456,1
NTL,1940,LTFM,OKBK,,TC-LDL,37000,1184.51,9:40,  12:50,3.1,  ,325,P,12345,1
NTL,1941,OKBK,LTFM,,TC-LDL,34000,1184.51,13:50,  17:00,3.1,  ,320,P,12345,1
NTL,1942,LTFM,OKBK,,TC-GRC,35000,1184.51,13:45,  16:55,3.1,  ,325,P,12345,1
NTL,1943,OKBK,LTFM,,TC-GRC,34000,1184.51,17:55,  21:05,3.1,  ,320,P,12345,1
NTL,1944,LTFM,LLBG,,TC-GRJ,35000,629.472,19:15,  21:15,2,  ,350,P,123456,1
NTL,1945,LLBG,LTFM,,TC-GRJ,36000,629.472,22:00,  00:00,2,  ,350,P,123456,1
NTL,1948,LTFM,OLBA,,TC-GRC,35000,550.379,11:30, 13:25,1.55, ,1000,P, 0123456,1
NTL,1949,OLBA,LTFM,,TC-GRC,36000,550.379,14:30, 16:20,1.5, ,1000,P, 0123456,1
NTL,195,LTFM,LTFH,,TC-LDP,35000,352.592,15:00,  16:15,1.15,  ,120,P,12345,1
NTL,1950,LTFM,OJAI,,TC-LDS,35000,671.313,14:05,  16:05,2,  ,280,P,12345,1
NTL,1951,OJAI,LTFM,,TC-LDS,36000,671.313,17:05,  19:05,2,  ,245,P,12345,1
NTL,1952,LTFM,OLBA,,TC-LDD,35000,550.379,14:00,  15:45,1.45,  ,215,P,12345,1
NTL,1953,OLBA,LTFM,,TC-LDD,36000,550.379,16:45,  18:30,1.45,  ,210,P,12345,1
NTL,1954,LTFM,OIIE,,TC-GRH,35000,1109.69,9:00, 12:15,3.15, ,1000,P, 0123456,1
NTL,1955,OIIE,LTFM,,TC-GRH,34000,1109.69,13:20, 16:30,3.1, ,1000,P, 0123456,1
NTL,1956,LTFM,OIIE,,TC-LEG,35000,1109.69,5:45, 08:45,3, ,1000,P, 0123456,1
NTL,1957,OIIE,LTFM,,TC-LEG,34000,1109.69,9:45, 12:45,3, ,1000,P, 0123456,1
NTL,1958,LTFM,OIIE,,TC-GDP,35000,1109.69,18:00, 21:00,3, ,1000,P, 0123456,1
NTL,1959,OIIE,LTFM,,TC-GDP,36000,1109.69,2:00, 05:00,3, ,1000,P, 0123456,1
NTL,196,LTFH,LTFM,,TC-LDP,36000,352.592,16:45,  18:00,1.15,  ,150,P,12345,1
NTL,1960,LTFM,OITT,,TC-LDF,35000,829.262,11:20,  13:40,2.2,  ,265,P,123456,1
NTL,1961,OITT,LTFM,,TC-LDF,36000,829.262,14:40,  17:00,2.2,  ,240,P,12345,1
NTL,1962,LTFM,OIIE,,TC-LDB,35000,1109.69,7:15,  10:15,3,  ,1000,P, 0123456,1
NTL,1963,OIIE,LTFM,,TC-LDB,36000,1109.69,11:15,  14:15,3,  ,1000,P, 0123456,1
NTL,1964,LTFM,OIIE,,TC-LDB,35000,1109.69,15:30,  18:30,3,  ,1000,P, 0123456,1
NTL,1965,OIIE,LTFM,,TC-LDB,36000,1109.69,19:30,  22:30,3,  ,1000,P, 0123456,1
NTL,1966,LTFM,OERK,,TC-GRD,35000,1327.79,10:00,  13:30,3.3,  ,400,P,123456,1
NTL,1967,OERK,LTFM,,TC-GRD,36000,1327.79,15:00,  18:30,3.3,  ,400,P,123456,1
NTL,1968,LTFM,OEDF,,TC-GTB,35000,1369.41,11:15,  14:55,3.4,  ,410,P,123456,1
NTL,1969,OEDF,LTFM,,TC-GTB,36000,1369.41,16:00,  19:35,3.35,  ,418,P,123456,1
NTL,197,LTFM,LTFH,,TC-GPR,35000,352.592,19:00,  20:15,1.15,  ,150,P,12345,1
NTL,1970,LTFM,LLBG,,TC-GNF,37000,629.472,5:00, 07:00,2, ,500,P, 0123456,1
NTL,1971,LLBG,LTFM,,TC-GNF,36000,629.472,8:30, 10:30,2, ,500,P, 0123456,1
NTL,1972,LTFM,LLBG,,TC-GNE,37000,629.472,8:30, 10:30,2, ,500,P, 0123456,1
NTL,1973,LLBG,LTFM,,TC-GNE,36000,629.472,12:00, 14:00,2, ,500,P, 0123456,1
NTL,198,LTFH,LTFM,,TC-GPR,36000,352.592,20:45,  22:00,1.15,  ,120,P,12345,1
NTL,1995,LTFM,EGKK,,TC-GRI,34000,1330.54,5:00,  08:40,3.4,  ,1000,P,123456,1
NTL,1996,EGKK,LTFM,,TC-GRI,35000,1330.54,10:00,  13:40,3.4,  ,1000,P,123456,1
NTL,1998,EDNY,LTFM,,TC-GPB,35000,907.24,15:30,  17:35,2.05,  ,250,P,123456,1
NTL,2,KJFK,LTFM,,TC-GNE,37000,4339.18,19:00,  05:30,10.3,  ,830,P, 0123456,1
NTL,20,KLAS,LTFM,,TC-LHJ,35000,5763.09,0:00,  13:40,13.4,  ,1000,P,12345,1
NTL,200,LTFM,LTAY,,TC-LBH,29000,213.686,12:45,  13:40,0.55,  ,70,P,12345,1
NTL,2001,LTFJ,LQSA,,TC-GPE,36000,518.315,14:30,  16:15,1.45,  ,600,P,123456,1
NTL,2002,LQSA,LTFJ,,TC-GPE,35000,518.315,17:15,  19:00,1.45,  ,600,P,123456,1
NTL,2003,LTFJ,LEMG,,TC-GRH,34000,1594.11,7:15,  11:30,4.15,  ,800,P,123456,1
NTL,2004,LEMG,LTFJ,,TC-GRH,35000,1594.11,12:45,  17:00,4.15,  ,800,P,123456,1
NTL,201,LTAY,LTFM,,TC-LBH,30000,213.686,15:00,  15:55,0.55,  ,500,P,123456,1
NTL,21,LTFM,KATL,,TC-LFC,32000,4998.5,9:20,  21:15,11.55,  ,900,P,12345,1
NTL,2101,LTFJ,EGCC,,TC-LDF,36000,1475.35,8:00,  11:45,3.45,  ,500,P,123456,1
NTL,2102,EGCC,LTFJ,,TC-LDF,37000,1475.35,13:00,  16:45,3.45,  ,37000,P,123456,1
NTL,2103,LTFJ,EGKK,,TC-LDR,38000,1364.16,7:45,  11:30,3.45,  ,500,P,123456,1
NTL,2104,EGKK,LTFJ,,TC-LDR,37000,1364.16,12:30,  16:15,3.45,  ,500,P,123456,1
NTL,2105,LTFJ,EGFF,,TC-LDP,36000,1482.33,10:00,  13:50,3.5,  ,500,P,123456,1
NTL,2106,EGFF,LTFJ,,TC-LDP,37000,1482.33,15:00,  18:50,3.5,  ,500,P,123456,1
NTL,2107,LTFJ,EGPF,,TC-LDP,36000,1594.76,5:00,  09:10,4.1,  ,450,P,123456,1
NTL,2108,EGPF,LTFJ,,TC-LDP,37000,1594.76,10:15,  14:25,4.1,  ,500,P,123456,1
NTL,2109,LTFJ,EGPH,,TC-LDC,36000,1563.63,8:00,  12:10,4.1,  ,500,P,123456,1
NTL,211,LTFM,LTFC,,TC-GRA,31000,218.389,10:00,  11:00,1,  ,200,P,123456,1
NTL,2110,EGPH,LTFJ,,TC-LDC,37000,1563.63,13:30,  17:45,4.15,  ,700,P,123456,1
NTL,2111,LTFJ,EGKK,,TC-GRE,36000,1364.16,11:00,  15:00,4,  ,550,P,123456,1
NTL,2112,EGKK,LTFJ,,TC-GRE,35000,1364.16,16:30,  20:30,4,  ,550,P,123456,1
NTL,2113,LTFJ,ENBR,,TC-GLC,36000,1466.75,12:00,  16:00,4,  ,500,P,35,1
NTL,2114,ENBR,LTFJ,,TC-GLC,39000,1466.75,17:00,  21:00,4,  ,500,P,345,1
NTL,2115,LTFJ,EGGP,,TC-GPA,36000,1494.69,12:00,  15:50,3.5,  ,500,P,123456,1
NTL,2116,EGGP,LTFJ,,TC-GPA,37000,1494.69,17:30,  21:20,3.5,  ,500,P,123456,1
NTL,2117,LTFJ,EGCC,,TC-GRI,34000,1475.35,12:00,  15:50,3.5,  ,500,P,123456,1
NTL,2118,EGCC,LTFJ,,TC-GRI,35000,1475.35,18:00,  21:50,3.5,  ,500,P,123456,1
NTL,2119,LTFJ,EKCH,,TC-GRB,36000,1101.59,10:30,  13:30,3,  ,400,P,123456,1
NTL,212,LTFC,LTFM,,TC-GRA,32000,218.389,11:40,  12:40,1,  ,220,P,123456,1
NTL,2120,EKCH,LTFJ,,TC-GRB,35000,1101.59,14:45,  17:45,3,  ,400,P,123456,1
NTL,2121,LTFJ,LGAV,,TC-GPA,36000,306.094,5:00,  06:25,1.25,  ,250,P,123456,1
